Generation,Best_Fitness,Avg_Fitness,Std_Dev,Time_Elapsed
685,0.872105,0.872105,0.0,330.91
686,0.872105,0.872105,0.0,331.39
687,0.872105,0.872105,0.0,331.85
688,0.872105,0.872105,0.0,332.32
689,0.872105,0.872105,0.0,332.87
690,0.872105,0.872105,0.0,333.37
691,0.872105,0.872105,0.0,333.84
692,0.872105,0.872105,0.0,334.31
693,0.872105,0.872105,0.0,334.78
694,0.872105,0.872105,0.0,335.25
695,0.872105,0.872105,0.0,335.74
696,0.872105,0.872105,0.0,336.25
697,0.872105,0.872105,0.0,336.74
698,0.872105,0.872105,0.0,337.21
699,0.872105,0.872105,0.0,337.68
700,0.872105,0.872105,0.0,338.22
701,0.872105,0.872105,0.0,338.71
702,0.872105,0.872105,0.0,339.18
703,0.872105,0.872105,0.0,339.7
704,0.872105,0.872105,0.0,340.19
705,0.872105,0.872105,0.0,340.66
706,0.872105,0.872105,0.0,341.12
707,0.872105,0.872105,0.0,341.59
708,0.872105,0.872105,0.0,342.07
709,0.872105,0.872105,0.0,342.61
710,0.872105,0.872105,0.0,343.1
711,0.872105,0.872105,0.0,343.57
712,0.872105,0.872105,0.0,344.04
713,0.872105,0.872105,0.0,344.52
714,0.872105,0.872105,0.0,344.99
715,0.872105,0.872105,0.0,345.45
716,0.872105,0.872105,0.0,345.92
717,0.872105,0.872105,0.0,346.47
718,0.872105,0.872105,0.0,346.96
719,0.873158,0.872119,0.000121,347.49
720,0.873158,0.872154,0.000222,347.98
721,0.873158,0.87226,0.000372,348.45
722,0.873158,0.872484,0.000505,348.93
723,0.873158,0.872947,0.000421,349.41
724,0.873158,0.873151,8.6e-05,349.87
725,0.873158,0.873158,0.0,350.34
726,0.873158,0.873158,0.0,350.82
727,0.873158,0.873158,0.0,351.29
728,0.873158,0.873158,0.0,351.75
729,0.873158,0.873158,0.0,352.29
730,0.873158,0.873158,0.0,352.81
731,0.873158,0.873158,0.0,353.3
732,0.873158,0.873158,0.0,353.8
733,0.873158,0.873158,0.0,354.29
734,0.873158,0.873158,0.0,354.76
735,0.873158,0.873158,0.0,355.24
736,0.873158,0.873158,0.0,355.71
737,0.873158,0.873158,0.0,356.17
738,0.873158,0.873158,0.0,356.63
739,0.873158,0.873158,0.0,357.11
740,0.873158,0.873158,0.0,357.68
741,0.873158,0.873158,0.0,358.15
742,0.873158,0.873158,0.0,358.61
743,0.873158,0.873158,0.0,359.08
744,0.873158,0.873158,0.0,359.56
745,0.873158,0.873158,0.0,360.04
746,0.873158,0.873158,0.0,360.52
747,0.873158,0.873158,0.0,361.0
748,0.873158,0.873158,0.0,361.45
749,0.873158,0.873158,0.0,361.93
750,0.873158,0.873158,0.0,362.49
751,0.873158,0.873158,0.0,362.97
752,0.873158,0.873158,0.0,363.45
753,0.873158,0.873158,0.0,363.93
754,0.873158,0.873158,0.0,364.4
755,0.873158,0.873158,0.0,364.87
756,0.873158,0.873158,0.0,365.33
757,0.873158,0.873158,0.0,365.8
758,0.873158,0.873158,0.0,366.28
759,0.873158,0.873158,0.0,366.81
760,0.873158,0.873158,0.0,367.3
761,0.873158,0.873158,0.0,367.78
762,0.873158,0.873158,0.0,368.26
763,0.873158,0.873158,0.0,368.73
764,0.873158,0.873158,0.0,369.2
765,0.873158,0.873158,0.0,369.67
766,0.873158,0.873158,0.0,370.13
767,0.873158,0.873158,0.0,370.61
768,0.873158,0.873147,0.000128,371.12
769,0.873158,0.873158,0.0,371.59
770,0.873158,0.873158,0.0,372.14
771,0.873158,0.873158,0.0,372.62
772,0.873158,0.873158,0.0,373.09
773,0.873158,0.873158,0.0,373.56
774,0.873158,0.873158,0.0,374.02
775,0.873158,0.873158,0.0,374.49
776,0.873158,0.873158,0.0,374.97
777,0.874737,0.873179,0.000181,375.44
778,0.874737,0.8732,0.000254,375.91
779,0.874737,0.873347,0.000513,376.39
780,0.874737,0.873779,0.000771,376.95
781,0.874737,0.874509,0.000552,377.43
782,0.874737,0.874737,0.0,377.89
783,0.874737,0.874737,0.0,378.36
784,0.874737,0.874737,0.0,378.82
785,0.874737,0.874737,0.0,379.31
786,0.874737,0.874737,0.0,379.78
787,0.874737,0.874737,0.0,380.24
788,0.876316,0.874768,0.000221,380.71
789,0.876316,0.874811,0.000333,381.36
790,0.876316,0.874968,0.000559,381.97
791,0.876316,0.875379,0.000776,382.46
792,0.876316,0.876074,0.000569,382.94
793,0.876316,0.876316,0.0,383.41
794,0.876316,0.876316,0.0,383.89
795,0.876316,0.876316,0.0,384.35
796,0.876316,0.876316,0.0,384.81
797,0.876316,0.876316,0.0,385.28
798,0.876316,0.876316,0.0,385.75
799,0.876316,0.876316,0.0,386.27
800,0.876316,0.876316,0.0,386.85
801,0.876316,0.876316,0.0,387.37
802,0.876316,0.876316,0.0,387.85
803,0.876316,0.876316,0.0,388.33
804,0.876316,0.876316,0.0,388.79
805,0.876316,0.876316,0.0,389.25
806,0.876316,0.876316,0.0,389.72
807,0.876316,0.876316,0.0,390.19
808,0.876316,0.876316,0.0,390.66
809,0.876316,0.876316,0.0,391.14
810,0.876316,0.876316,0.0,391.67
811,0.876316,0.876316,0.0,392.14
812,0.876316,0.876316,0.0,392.69
813,0.876316,0.876316,0.0,393.16
814,0.876316,0.876316,0.0,393.63
815,0.876316,0.876316,0.0,394.11
816,0.876316,0.876316,0.0,394.59
817,0.876316,0.876316,0.0,395.07
818,0.876316,0.876316,0.0,395.56
819,0.876316,0.876316,0.0,396.07
820,0.876316,0.876316,0.0,396.62
821,0.876316,0.876316,0.0,397.11
822,0.876316,0.876316,0.0,397.57
823,0.876316,0.876316,0.0,398.04
824,0.876316,0.876316,0.0,398.5
825,0.876316,0.876316,0.0,398.98
826,0.876316,0.876316,0.0,399.47
827,0.876316,0.876316,0.0,399.96
828,0.876316,0.876316,0.0,400.43
829,0.876316,0.876316,0.0,400.89
830,0.876316,0.876316,0.0,401.44
831,0.876316,0.876316,0.0,401.93
832,0.876316,0.876316,0.0,402.39
833,0.876316,0.876316,0.0,402.86
834,0.876316,0.876316,0.0,403.34
835,0.876316,0.876316,0.0,403.82
836,0.876316,0.876316,0.0,404.28
837,0.876316,0.876316,0.0,404.74
838,0.876316,0.876316,0.0,405.21
839,0.876316,0.876316,0.0,405.69
840,0.876316,0.876316,0.0,406.22
841,0.876316,0.876316,0.0,406.7
842,0.876316,0.876316,0.0,407.17
843,0.876316,0.876316,0.0,407.65
844,0.876316,0.876316,0.0,408.13
845,0.876316,0.876316,0.0,408.59
846,0.876316,0.876316,0.0,409.05
847,0.876316,0.876316,0.0,409.51
848,0.876316,0.876316,0.0,410.0
849,0.876316,0.876316,0.0,410.47
850,0.876316,0.876316,0.0,410.94
851,0.876316,0.876316,0.0,411.52
852,0.876316,0.876316,0.0,412.02
853,0.876316,0.876316,0.0,412.53
854,0.876316,0.876316,0.0,413.0
855,0.876316,0.876316,0.0,413.46
856,0.876316,0.876316,0.0,413.93
857,0.876316,0.876316,0.0,414.41
858,0.876316,0.876316,0.0,414.88
859,0.877895,0.876337,0.000181,415.34
860,0.877895,0.8764,0.000355,415.82
861,0.877895,0.876632,0.000632,416.37
862,0.877895,0.877326,0.000758,416.86
863,0.877895,0.877874,0.000181,417.33
864,0.877895,0.877895,0.0,417.79
865,0.877895,0.877895,0.0,418.25
866,0.877895,0.877895,0.0,418.73
867,0.877895,0.877895,0.0,419.2
868,0.877895,0.877895,0.0,419.66
869,0.877895,0.877895,0.0,420.14
870,0.877895,0.877895,0.0,420.61
871,0.877895,0.877895,0.0,421.09
872,0.877895,0.877895,0.0,421.64
873,0.877895,0.877895,0.0,422.1
874,0.877895,0.877895,0.0,422.55
875,0.877895,0.877895,0.0,423.02
876,0.877895,0.877895,0.0,423.48
877,0.877895,0.877895,0.0,423.94
878,0.877895,0.877895,0.0,424.49
879,0.877895,0.877895,0.0,425.0
880,0.877895,0.877895,0.0,425.48
881,0.877895,0.877895,0.0,425.93
882,0.877895,0.877895,0.0,426.4
883,0.877895,0.877895,0.0,426.86
884,0.877895,0.877895,0.0,427.41
885,0.877895,0.877895,0.0,427.88
886,0.877895,0.877895,0.0,428.35
887,0.877895,0.877895,0.0,428.82
888,0.877895,0.877895,0.0,429.28
889,0.877895,0.877895,0.0,429.76
890,0.877895,0.877895,0.0,430.22
891,0.877895,0.877895,0.0,430.69
892,0.877895,0.877895,0.0,431.15
893,0.877895,0.877895,0.0,431.63
894,0.877895,0.877895,0.0,432.17
895,0.877895,0.877895,0.0,432.65
896,0.877895,0.877895,0.0,433.11
897,0.877895,0.877895,0.0,433.58
898,0.877895,0.877895,0.0,434.05
899,0.877895,0.877895,0.0,434.52
900,0.877895,0.877895,0.0,434.99
901,0.877895,0.877895,0.0,435.46
902,0.877895,0.877895,0.0,435.93
903,0.877895,0.877895,0.0,436.41
904,0.877895,0.877895,0.0,436.94
905,0.877895,0.877895,0.0,437.41
906,0.877895,0.877895,0.0,437.88
907,0.877895,0.877895,0.0,438.34
908,0.877895,0.877895,0.0,438.81
909,0.877895,0.877895,0.0,439.27
910,0.877895,0.877895,0.0,439.74
911,0.877895,0.877895,0.0,440.2
912,0.877895,0.877895,0.0,440.69
913,0.877895,0.877895,0.0,441.15
914,0.877895,0.877895,0.0,441.62
915,0.877895,0.877895,0.0,442.15
916,0.877895,0.877895,0.0,442.66
917,0.877895,0.877895,0.0,443.14
918,0.877895,0.877895,0.0,443.61
919,0.877895,0.877895,0.0,444.07
920,0.877895,0.877895,0.0,444.53
921,0.877895,0.877895,0.0,445.02
922,0.877895,0.877895,0.0,445.48
923,0.877895,0.877895,0.0,445.95
924,0.877895,0.877895,0.0,446.41
925,0.877895,0.877895,0.0,446.95
926,0.877895,0.877895,0.0,447.44
927,0.877895,0.877895,0.0,447.91
928,0.877895,0.877895,0.0,448.38
929,0.877895,0.877895,0.0,448.84
930,0.877895,0.877895,0.0,449.31
931,0.877895,0.877895,0.0,449.78
932,0.877895,0.877895,0.0,450.24
933,0.877895,0.877895,0.0,450.7
934,0.877895,0.877895,0.0,451.16
935,0.877895,0.877895,0.0,451.64
936,0.877895,0.877895,0.0,452.19
937,0.877895,0.877895,0.0,452.66
938,0.877895,0.877895,0.0,453.13
939,0.877895,0.877895,0.0,453.6
940,0.877895,0.877895,0.0,454.06
941,0.877895,0.877895,0.0,454.53
942,0.877895,0.877895,0.0,454.99
943,0.877895,0.877895,0.0,455.46
944,0.877895,0.877895,0.0,455.95
945,0.877895,0.877895,0.0,456.45
946,0.877895,0.877895,0.0,457.03
947,0.877895,0.877895,0.0,457.51
948,0.879474,0.877947,0.000283,457.99
949,0.879474,0.878147,0.000579,458.46
950,0.879474,0.878565,0.000776,458.92
951,0.879474,0.879326,0.000459,459.38
952,0.879474,0.879474,0.0,459.86
953,0.879474,0.879474,0.0,460.35
954,0.879474,0.879474,0.0,460.82
955,0.879474,0.879474,0.0,461.36
956,0.879474,0.879474,0.0,461.86
957,0.879474,0.879474,0.0,462.34
958,0.879474,0.879474,0.0,462.82
959,0.879474,0.879474,0.0,463.28
960,0.879474,0.879474,0.0,463.75
961,0.879474,0.879474,0.0,464.21
962,0.879474,0.879474,0.0,464.69
963,0.879474,0.879474,0.0,465.16
964,0.879474,0.879474,0.0,465.62
965,0.879474,0.879474,0.0,466.09
966,0.879474,0.879474,0.0,466.63
967,0.879474,0.879474,0.0,467.11
968,0.879474,0.879474,0.0,467.58
969,0.879474,0.879474,0.0,468.05
970,0.879474,0.879474,0.0,468.51
971,0.879474,0.879474,0.0,469.0
972,0.879474,0.879474,0.0,469.47
973,0.879474,0.879474,0.0,469.94
974,0.879474,0.879474,0.0,470.4
975,0.879474,0.879474,0.0,470.87
976,0.879474,0.879474,0.0,471.43
977,0.879474,0.879474,0.0,471.91
978,0.879474,0.879474,0.0,472.38
979,0.879474,0.879474,0.0,472.86
980,0.879474,0.879474,0.0,473.33
981,0.879474,0.879474,0.0,473.81
982,0.879474,0.879474,0.0,474.27
983,0.879474,0.879474,0.0,474.74
984,0.879474,0.879474,0.0,475.2
985,0.879474,0.879474,0.0,475.68
986,0.879474,0.879474,0.0,476.23
987,0.879474,0.879474,0.0,476.7
988,0.879474,0.879474,0.0,477.17
989,0.879474,0.879474,0.0,477.65
990,0.879474,0.879474,0.0,478.12
991,0.879474,0.879474,0.0,478.58
992,0.879474,0.879474,0.0,479.05
993,0.879474,0.879474,0.0,479.51
994,0.879474,0.879474,0.0,480.0
995,0.879474,0.879474,0.0,480.47
996,0.879474,0.879474,0.0,480.92
997,0.879474,0.879474,0.0,481.47
998,0.879474,0.879474,0.0,481.95
999,0.879474,0.879474,0.0,482.44
1000,0.879474,0.879474,0.0,482.91
